Malaysia & Singapore,New,Order,Family,Full Location,Date,ID,Location,Rarity,Fam,Freq,Features,Key,Category 1,Category 2,Photo,SGroup
Crested Partridge,Yes,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-TemanNegara-Aug-155,2026-08-10,360,Mutiara,I-155,,1,,1,Mutiara only,Infrequent,,Groundbirds
Malayan Crested Fireback,Yes,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-TemanNegara-Aug-034,2026-08-10,443,Mutiara,C-034,,1,Test,1,Mutiara only,,,Groundbirds
Great Argus,Yes,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-TemanNegara-Aug-047,2026-08-10,447,Mutiara,C-047,,1,,1,Mutiara only,,,Groundbirds
Sabah Partridge,Yes,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-SepilokRDC-Aug-086,2026-08-10,453,Sepilok,C-086,,1,,1,Sepilok only,,,Groundbirds
Malayan Peacock-Pheasant,Yes,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-TemanNegara-Aug-121,2026-08-10,460,Mutiara,I-121,,1,,1,Mutiara only,Infrequent,,Groundbirds
Red Junglefowl,No,GALLIFORMES,"Pheasants, Grouse, and Allies",SG-PalauUbin-Aug-014,2026-08-10,470,S-PUbin,C-014,,4,,1,,,Yes,Groundbirds
Red Junglefowl,No,GALLIFORMES,"Pheasants, Grouse, and Allies",SG-SungeiBuloh-Aug-020,2026-08-10,470,S-SBuloh,C-020,,4,,2,,,Yes,Groundbirds
Red Junglefowl,No,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-KL-FRIM-Aug-031,2026-08-17,470,FRIM,C-031,,4,,3,,,Yes,Groundbirds
Red Junglefowl,No,GALLIFORMES,"Pheasants, Grouse, and Allies",MY-TemanNegara-Aug-088,2026-08-10,470,Mutiara,I-088,,4,,4,,,Yes,Groundbirds
Rock Pigeon,No,COLUMBIFORMES,Pigeons and Doves,MY-KL-FRIM-Aug-011,2026-08-17,545,FRIM,C-011,,4,,1,,,Yes,Groundbirds
Rock Pigeon,No,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-026,2026-08-10,545,S-PUbin,C-026,,4,,2,,,Yes,Groundbirds
Rock Pigeon,No,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-039,2026-08-10,545,S-SBuloh,C-039,,4,,3,,,Yes,Groundbirds
Rock Pigeon,No,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-150,2026-08-10,545,Sepilok,I-150,,4,,4,,,Yes,Groundbirds
Red Collared-Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-073,2026-08-10,617,S-PUbin,I-073,,2,,1,Sing only,Infrequent,Yes,Groundbirds
Red Collared-Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-106,2026-08-10,617,S-SBuloh,I-106,,2,,2,Sing only,Infrequent,Yes,Groundbirds
Spotted Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-004,2026-08-10,618,S-PUbin,C-004,,5,,1,Widespread,,Yes,Groundbirds
Spotted Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-005,2026-08-10,618,S-SBuloh,C-005,,5,,2,Widespread,,Yes,Groundbirds
Spotted Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-KL-FRIM-Aug-007,2026-08-17,618,FRIM,C-007,,5,,3,Widespread,,Yes,Groundbirds
Spotted Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-040,2026-08-10,618,Mutiara,C-040,,5,,4,Widespread,,Yes,Groundbirds
Spotted Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-049,2026-08-10,618,Sepilok,C-049,,5,,5,Widespread,,Yes,Groundbirds
Little Cuckoo-Dove,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-170,2026-08-10,634,Mutiara,I-170,,1,,1,Mutiara only,,,Groundbirds
Asian Emerald Dove,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-022,2026-08-10,647,Mutiara,C-022,,5,,1,Widespread,,,Groundbirds
Asian Emerald Dove,Yes,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-056,2026-08-10,647,S-SBuloh,C-056,,5,,2,Widespread,,,Groundbirds
Asian Emerald Dove,Yes,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-077,2026-08-10,647,Sepilok,C-077,,5,,3,Widespread,,,Groundbirds
Asian Emerald Dove,Yes,COLUMBIFORMES,Pigeons and Doves,MY-KL-FRIM-Aug-073,2026-08-17,647,FRIM,I-073,,5,,4,Widespread,,,Groundbirds
Asian Emerald Dove,Yes,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-080,2026-08-10,647,S-PUbin,I-080,,5,,5,Widespread,,,Groundbirds
Zebra Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-KL-FRIM-Aug-002,2026-08-17,676,FRIM,C-002,,5,,1,Widespread,,Yes,Groundbirds
Zebra Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-007,2026-08-10,676,S-PUbin,C-007,,5,,2,Widespread,,Yes,Groundbirds
Zebra Dove,No,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-010,2026-08-10,676,S-SBuloh,C-010,,5,,3,Widespread,,Yes,Groundbirds
Zebra Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-051,2026-08-10,676,Sepilok,C-051,,5,,4,Widespread,,Yes,Groundbirds
Zebra Dove,No,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-098,2026-08-10,676,Mutiara,I-098,,5,,5,Widespread,,Yes,Groundbirds
Little Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-033,2026-08-10,756,Mutiara,C-033,,2,,1,,,,Groundbirds
Little Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-079,2026-08-10,756,Sepilok,C-079,,2,,2,,,,Groundbirds
Pink-necked Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-004,2026-08-10,757,S-SBuloh,C-004,,4,,1,,,,Groundbirds
Pink-necked Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-KL-FRIM-Aug-012,2026-08-17,757,FRIM,C-012,,4,,2,,,,Groundbirds
Pink-necked Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-012,2026-08-10,757,S-PUbin,C-012,,4,,3,,,,Groundbirds
Pink-necked Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-045,2026-08-10,757,Sepilok,C-045,,4,,4,,,,Groundbirds
Thick-billed Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-035,2026-08-10,766,Mutiara,C-035,,3,,1,,,,Groundbirds
Thick-billed Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-096,2026-08-10,766,Sepilok,C-096,,3,,2,,,,Groundbirds
Thick-billed Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-119,2026-08-10,766,S-SBuloh,I-119,,3,,3,,,,Groundbirds
Large Green-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-055,2026-08-10,771,Mutiara,C-055,,1,,1,Mutiara only,,,Groundbirds
Jambu Fruit-Dove,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-165,2026-08-10,791,Mutiara,I-165,,1,,1,Mutiara only,Infrequent,,Groundbirds
Green Imperial-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-SepilokRDC-Aug-024,2026-08-10,853,Sepilok,C-024,,2,,1,,,,Groundbirds
Green Imperial-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,SG-PalauUbin-Aug-067,2026-08-10,853,S-PUbin,I-067,,2,,2,Sing only,,,Groundbirds
Mountain Imperial-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,MY-TemanNegara-Aug-124,2026-08-10,883,Mutiara,I-124,,1,,1,Mutiara only,,,Groundbirds
Pied Imperial-Pigeon,Yes,COLUMBIFORMES,Pigeons and Doves,SG-SungeiBuloh-Aug-055,2026-08-10,886,S-SBuloh,C-055,,1,,1,Sing only,,,Groundbirds
Greater Coucal,No,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-019,2026-08-10,1014,Mutiara,C-019,,2,,1,,,,Cuckoos
Greater Coucal,No,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-071,2026-08-10,1014,Sepilok,C-071,,2,,2,,,,Cuckoos
Lesser Coucal,Yes,CUCULIFORMES,Cuckoos,SG-PalauUbin-Aug-063,2026-08-10,1019,S-PUbin,C-063,,2,,1,Sing only,,,Cuckoos
Lesser Coucal,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-082,2026-08-10,1019,S-SBuloh,I-082,,2,,2,Sing only,,,Cuckoos
Raffles's Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-012,2026-08-10,1023,Mutiara,C-012,,3,,1,,,,Cuckoos
Raffles's Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-018,2026-08-10,1023,Sepilok,C-018,,3,,2,,,,Cuckoos
Raffles's Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-050,2026-08-17,1023,FRIM,C-050,,3,,3,,,,Cuckoos
Red-billed Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-117,2026-08-10,1027,Sepilok,I-117,,2,,1,,,,Cuckoos
Red-billed Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-172,2026-08-10,1027,Mutiara,I-172,,2,,2,,,,Cuckoos
Chestnut-breasted Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-049,2026-08-10,1028,Mutiara,C-049,,3,,1,,,,Cuckoos
Chestnut-breasted Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-059,2026-08-10,1028,Sepilok,C-059,,3,,2,,,,Cuckoos
Chestnut-breasted Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-072,2026-08-17,1028,FRIM,I-072,,3,,3,,,,Cuckoos
Chestnut-bellied Malkoha,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-089,2026-08-10,1030,S-SBuloh,I-089,,1,,1,Sing only,Infrequent,,Cuckoos
Black-bellied Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-084,2026-08-10,1033,Mutiara,C-084,,2,,1,,,,Cuckoos
Black-bellied Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-063,2026-08-17,1033,FRIM,I-063,,2,,2,,,,Cuckoos
Green-billed Malkoha,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-061,2026-08-17,1034,FRIM,I-061,,1,,1,FRIM only,,,Cuckoos
Asian Koel,No,CUCULIFORMES,Cuckoos,SG-PalauUbin-Aug-025,2026-08-10,1064,S-PUbin,C-025,,2,,1,Sing only,,,Cuckoos
Asian Koel,No,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-065,2026-08-17,1064,FRIM,I-065,,2,,2,,,,Cuckoos
Violet Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-068,2026-08-10,1070,Sepilok,C-068,,2,,1,,,,Cuckoos
Violet Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-161,2026-08-10,1070,Mutiara,I-161,,2,,2,,,,Cuckoos
Little Bronze-Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-PalauUbin-Aug-057,2026-08-10,1081,S-PUbin,C-057,,2,,1,Sing only,,,Cuckoos
Little Bronze-Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-096,2026-08-10,1081,S-SBuloh,I-096,,2,,2,Sing only,,,Cuckoos
Banded Bay Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-096,2026-08-17,1087,FRIM,I-096,,4,,1,,Infrequent,,Cuckoos
Banded Bay Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-102,2026-08-10,1087,S-SBuloh,I-102,,4,,2,,Infrequent,,Cuckoos
Banded Bay Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-131,2026-08-10,1087,Sepilok,I-131,,4,,3,,Infrequent,,Cuckoos
Banded Bay Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-159,2026-08-10,1087,Mutiara,I-159,,4,,4,,Infrequent,,Cuckoos
Plaintive Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-076,2026-08-17,1088,FRIM,I-076,,4,,1,,Infrequent,,Cuckoos
Plaintive Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-PalauUbin-Aug-085,2026-08-10,1088,S-PUbin,I-085,,4,,2,,Infrequent,,Cuckoos
Plaintive Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-103,2026-08-10,1088,S-SBuloh,I-103,,4,,3,,Infrequent,,Cuckoos
Plaintive Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-SepilokRDC-Aug-149,2026-08-10,1088,Sepilok,I-149,,4,,4,,Infrequent,,Cuckoos
Sunda Brush Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-KL-FRIM-Aug-090,2026-08-17,1090,FRIM,I-090,,3,,1,,Infrequent,,Cuckoos
Sunda Brush Cuckoo,Yes,CUCULIFORMES,Cuckoos,SG-SungeiBuloh-Aug-104,2026-08-10,1090,S-SBuloh,I-104,,3,,2,,Infrequent,,Cuckoos
Sunda Brush Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-109,2026-08-10,1090,Mutiara,I-109,,3,,3,,Infrequent,,Cuckoos
Square-tailed Drongo-Cuckoo,Yes,CUCULIFORMES,Cuckoos,MY-TemanNegara-Aug-037,2026-08-10,1101,Mutiara,C-037,,1,,1,Mutiara only,,,Cuckoos
Large-tailed Nightjar,Yes,CAPRIMULGIFORMES,Nightjars and Allies,SG-PalauUbin-Aug-084,2026-08-10,1194,S-PUbin,I-084,,2,,1,Sing only,Infrequent,,Swifts & Nightjars
Large-tailed Nightjar,Yes,CAPRIMULGIFORMES,Nightjars and Allies,SG-SungeiBuloh-Aug-086,2026-08-10,1194,S-SBuloh,I-086,,2,,2,Sing only,Infrequent,,Swifts & Nightjars
Savanna Nightjar,Yes,CAPRIMULGIFORMES,Nightjars and Allies,SG-PalauUbin-Aug-072,2026-08-10,1210,S-PUbin,I-072,,2,,1,Sing only,Infrequent,,Swifts & Nightjars
Savanna Nightjar,Yes,CAPRIMULGIFORMES,Nightjars and Allies,SG-SungeiBuloh-Aug-113,2026-08-10,1210,S-SBuloh,I-113,,2,,2,Sing only,Infrequent,,Swifts & Nightjars
Large Frogmouth,Yes,PODARGIFORMES,Frogmouths,MY-TemanNegara-Aug-178,2026-08-10,1232,Mutiara,I-178,,1,,1,Mutiara only,Infrequent,,Swifts & Nightjars
Silver-rumped Spinetail,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-024,2026-08-10,1274,Mutiara,C-024,,2,,1,,,,Swifts & Nightjars
Silver-rumped Spinetail,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-029,2026-08-10,1274,Sepilok,C-029,,2,,2,,,,Swifts & Nightjars
Brown-backed Needletail,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-097,2026-08-10,1291,Sepilok,C-097,,1,,1,Sepilok only,,,Swifts & Nightjars
Plume-toed Swiftlet,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-016,2026-08-10,1298,Sepilok,C-016,,4,,1,,,,Swifts & Nightjars
Plume-toed Swiftlet,Yes,APODIFORMES,Swifts,SG-SungeiBuloh-Aug-053,2026-08-10,1298,S-SBuloh,C-053,,4,,2,,,,Swifts & Nightjars
Plume-toed Swiftlet,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-063,2026-08-10,1298,Mutiara,C-063,,4,,3,,,,Swifts & Nightjars
Plume-toed Swiftlet,Yes,APODIFORMES,Swifts,MY-KL-FRIM-Aug-059,2026-08-17,1298,FRIM,I-059,,4,,4,,,,Swifts & Nightjars
Black-nest Swiftlet,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-171,2026-08-10,1327,Mutiara,I-171,,1,,1,Mutiara only,Infrequent,,Swifts & Nightjars
White-nest Swiftlet,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-007,2026-08-10,1328,Mutiara,C-007,,3,,1,,,,Swifts & Nightjars
White-nest Swiftlet,Yes,APODIFORMES,Swifts,MY-KL-FRIM-Aug-033,2026-08-17,1328,FRIM,C-033,,3,,2,,,,Swifts & Nightjars
White-nest Swiftlet,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-083,2026-08-10,1328,Sepilok,C-083,,3,,3,,,,Swifts & Nightjars
House Swift,Yes,APODIFORMES,Swifts,MY-KL-FRIM-Aug-024,2026-08-17,1348,FRIM,C-024,,5,,1,Widespread,,,Swifts & Nightjars
House Swift,Yes,APODIFORMES,Swifts,SG-PalauUbin-Aug-101,2026-08-10,1348,S-PUbin,I-101,,5,,2,Widespread,,,Swifts & Nightjars
House Swift,Yes,APODIFORMES,Swifts,SG-SungeiBuloh-Aug-105,2026-08-10,1348,S-SBuloh,I-105,,5,,3,Widespread,,,Swifts & Nightjars
House Swift,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-125,2026-08-10,1348,Mutiara,I-125,,5,,4,Widespread,,,Swifts & Nightjars
House Swift,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-127,2026-08-10,1348,Sepilok,I-127,,5,,5,Widespread,,,Swifts & Nightjars
Asian Palm Swift,Yes,APODIFORMES,Swifts,MY-TemanNegara-Aug-108,2026-08-10,1357,Mutiara,I-108,,2,,1,,Infrequent,,Swifts & Nightjars
Asian Palm Swift,Yes,APODIFORMES,Swifts,MY-SepilokRDC-Aug-129,2026-08-10,1357,Sepilok,I-129,,2,,2,,Infrequent,,Swifts & Nightjars
Gray-rumped Treeswift,Yes,APODIFORMES,Treeswifts,MY-SepilokRDC-Aug-040,2026-08-10,1364,Sepilok,C-040,New,3,,1,,,,Swifts & Nightjars
Gray-rumped Treeswift,Yes,APODIFORMES,Treeswifts,MY-TemanNegara-Aug-099,2026-08-10,1364,Mutiara,I-099,New,3,,2,,,,Swifts & Nightjars
Gray-rumped Treeswift,Yes,APODIFORMES,Treeswifts,SG-SungeiBuloh-Aug-107,2026-08-10,1364,S-SBuloh,I-107,New,3,,3,,,,Swifts & Nightjars
Whiskered Treeswift,Yes,APODIFORMES,Treeswifts,MY-TemanNegara-Aug-089,2026-08-10,1365,Mutiara,I-089,New,1,,1,Mutiara only,,,Swifts & Nightjars
Slaty-breasted Rail,Yes,GRUIFORMES,"Rails, Gallinules, and Coots",SG-SungeiBuloh-Aug-087,2026-08-10,1769,S-SBuloh,I-087,,1,,1,Sing only,Infrequent,,Waterbirds
White-breasted Waterhen,No,GRUIFORMES,"Rails, Gallinules, and Coots",SG-SungeiBuloh-Aug-011,2026-08-10,1859,S-SBuloh,C-011,,4,,1,,,Yes,Waterbirds
White-breasted Waterhen,No,GRUIFORMES,"Rails, Gallinules, and Coots",SG-PalauUbin-Aug-015,2026-08-10,1859,S-PUbin,C-015,,4,,2,,,Yes,Waterbirds
White-breasted Waterhen,No,GRUIFORMES,"Rails, Gallinules, and Coots",MY-KL-FRIM-Aug-016,2026-08-17,1859,FRIM,C-016,,4,,3,,,Yes,Waterbirds
White-breasted Waterhen,No,GRUIFORMES,"Rails, Gallinules, and Coots",MY-SepilokRDC-Aug-066,2026-08-10,1859,Sepilok,C-066,,4,,4,,,Yes,Waterbirds
Ruddy-breasted Crake,Yes,GRUIFORMES,"Rails, Gallinules, and Coots",SG-PalauUbin-Aug-077,2026-08-10,1867,S-PUbin,I-077,,2,,1,Sing only,Infrequent,,Waterbirds
Ruddy-breasted Crake,Yes,GRUIFORMES,"Rails, Gallinules, and Coots",SG-SungeiBuloh-Aug-118,2026-08-10,1867,S-SBuloh,I-118,,2,,2,Sing only,Infrequent,,Waterbirds
Pacific Golden-Plover,No,CHARADRIIFORMES,Plovers and Lapwings,SG-SungeiBuloh-Aug-124,2026-08-10,1962,S-SBuloh,I-124,,1,,1,Sing only,Infrequent,Yes,Waterbirds
Little Ringed Plover,No,CHARADRIIFORMES,Plovers and Lapwings,SG-SungeiBuloh-Aug-122,2026-08-10,1977,S-SBuloh,I-122,,1,,1,Sing only,Infrequent,Yes,Waterbirds
Red-wattled Lapwing,No,CHARADRIIFORMES,Plovers and Lapwings,SG-SungeiBuloh-Aug-076,2026-08-10,1994,S-SBuloh,C-076,,2,,1,Sing only,,,Waterbirds
Red-wattled Lapwing,No,CHARADRIIFORMES,Plovers and Lapwings,SG-PalauUbin-Aug-093,2026-08-10,1994,S-PUbin,I-093,,2,,2,Sing only,,,Waterbirds
Tibetan Sand-Plover,Yes,CHARADRIIFORMES,Plovers and Lapwings,SG-SungeiBuloh-Aug-078,2026-08-10,2007,S-SBuloh,C-078,,2,,1,Sing only,,,Waterbirds
Tibetan Sand-Plover,Yes,CHARADRIIFORMES,Plovers and Lapwings,SG-PalauUbin-Aug-079,2026-08-10,2007,S-PUbin,I-079,,2,,2,Sing only,,,Waterbirds
Eurasian Whimbrel,No,CHARADRIIFORMES,Sandpipers and Allies,SG-SungeiBuloh-Aug-092,2026-08-10,2047,S-SBuloh,I-092,,1,,1,Sing only,Infrequent,Yes,Waterbirds
Common Sandpiper,No,CHARADRIIFORMES,Sandpipers and Allies,SG-SungeiBuloh-Aug-034,2026-08-10,2097,S-SBuloh,C-034,,2,,1,Sing only,,Yes,Waterbirds
Common Sandpiper,No,CHARADRIIFORMES,Sandpipers and Allies,SG-PalauUbin-Aug-044,2026-08-10,2097,S-PUbin,C-044,,2,,2,Sing only,,Yes,Waterbirds
Common Redshank,No,CHARADRIIFORMES,Sandpipers and Allies,SG-SungeiBuloh-Aug-043,2026-08-10,2105,S-SBuloh,C-043,,2,,1,Sing only,,Yes,Waterbirds
Common Redshank,No,CHARADRIIFORMES,Sandpipers and Allies,SG-PalauUbin-Aug-100,2026-08-10,2105,S-PUbin,I-100,,2,,2,Sing only,,Yes,Waterbirds
Common Greenshank,No,CHARADRIIFORMES,Sandpipers and Allies,SG-SungeiBuloh-Aug-072,2026-08-10,2110,S-SBuloh,C-072,,2,,1,Sing only,,Yes,Waterbirds
Common Greenshank,No,CHARADRIIFORMES,Sandpipers and Allies,SG-PalauUbin-Aug-095,2026-08-10,2110,S-PUbin,I-095,,2,,2,Sing only,,Yes,Waterbirds
Little Tern,No,CHARADRIIFORMES,"Gulls, Terns, and Skimmers",SG-PalauUbin-Aug-048,2026-08-10,2279,S-PUbin,C-048,,2,,1,Sing only,,Yes,Waterbirds
Little Tern,No,CHARADRIIFORMES,"Gulls, Terns, and Skimmers",SG-SungeiBuloh-Aug-077,2026-08-10,2279,S-SBuloh,C-077,,2,,2,Sing only,,Yes,Waterbirds
Black-naped Tern,Yes,CHARADRIIFORMES,"Gulls, Terns, and Skimmers",SG-PalauUbin-Aug-094,2026-08-10,2304,S-PUbin,I-094,,1,,1,Sing only,Infrequent,,Waterbirds
Great Crested Tern,No,CHARADRIIFORMES,"Gulls, Terns, and Skimmers",SG-PalauUbin-Aug-081,2026-08-10,2313,S-PUbin,I-081,,1,,1,Sing only,Infrequent,Yes,Waterbirds
Little Grebe,No,PODICIPEDIFORMES,Grebes,SG-PalauUbin-Aug-096,2026-08-10,2324,S-PUbin,I-096,,1,,1,Sing only,Infrequent,Yes,Waterbirds
Asian Openbill,Yes,CICONIIFORMES,Storks,SG-SungeiBuloh-Aug-088,2026-08-10,2521,S-SBuloh,I-088,,1,"Small stork, known for gap in dull gray/yellow bill. Pinkish legs.",1,Sing only,Infrequent,,Waterbirds
Lesser Adjutant,Yes,CICONIIFORMES,Storks,SG-SungeiBuloh-Aug-098,2026-08-10,2534,S-SBuloh,I-098,,1,,1,Sing only,Infrequent,,Waterbirds
Milky Stork,Yes,CICONIIFORMES,Storks,SG-SungeiBuloh-Aug-047,2026-08-10,2538,S-SBuloh,C-047,,1,"Similar to Painted, but lacks Painted's pink tertials and large black patches on wings.",1,Sing only,,,Waterbirds
Painted Stork,Yes,CICONIIFORMES,Storks,MY-KL-FRIM-Aug-021,2026-08-17,2540,FRIM,C-021,,2,"Similar to Milky, but has large black wing patch, pink near tail (tertials).",1,,,,Waterbirds
Painted Stork,Yes,CICONIIFORMES,Storks,SG-SungeiBuloh-Aug-059,2026-08-10,2540,S-SBuloh,C-059,,2,,2,,,,Waterbirds
Oriental Darter,No,SULIFORMES,Anhingas,MY-SepilokRDC-Aug-028,2026-08-10,2559,Sepilok,C-028,,1,,1,Sepilok only,,,Waterbirds
Hadada Ibis,Yes,PELECANIFORMES,Ibises and Spoonbills,MY-KL-FRIM-Aug-038,2026-08-17,2623,FRIM,C-038,,1,,1,FRIM only,,,Waterbirds
Black-crowned Night Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-KL-FRIM-Aug-052,2026-08-17,2654,FRIM,C-052,,3,,1,,,Yes,Waterbirds
Black-crowned Night Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-081,2026-08-10,2654,S-SBuloh,C-081,,3,,2,,,Yes,Waterbirds
Black-crowned Night Heron,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-PalauUbin-Aug-089,2026-08-10,2654,S-PUbin,I-089,,3,,3,,,Yes,Waterbirds
Little Egret,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-022,2026-08-10,2672,S-SBuloh,C-022,,3,,1,,,Yes,Waterbirds
Little Egret,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-KL-FRIM-Aug-054,2026-08-17,2672,FRIM,C-054,,3,,2,,,Yes,Waterbirds
Little Egret,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-PalauUbin-Aug-064,2026-08-10,2672,S-PUbin,I-064,,3,,3,,,Yes,Waterbirds
Little Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-029,2026-08-10,2680,S-SBuloh,C-029,,4,,1,,,,Waterbirds
Little Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-KL-FRIM-Aug-032,2026-08-17,2680,FRIM,C-032,,4,,2,,,,Waterbirds
Little Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-PalauUbin-Aug-033,2026-08-10,2680,S-PUbin,C-033,,4,,3,,,,Waterbirds
Little Heron,Yes,PELECANIFORMES,"Herons, Egrets, and Bitterns",MY-SepilokRDC-Aug-116,2026-08-10,2680,Sepilok,I-116,,4,,4,,,,Waterbirds
Great Egret,No,PELECANIFORMES,"Herons, Egrets, and Bitterns",SG-SungeiBuloh-Aug-062,2026-08-10,2692,S-SBuloh,C-062,,1,,1,Sing only,,Yes,Waterbirds
